ID,Student_Query,Priority
3993,When will semester timetable be released?,Medium
3809,Please update my contact number.,Medium
1423,I need migration certificate process.,Medium
2687,Any cultural events this week?,Low
5381,I cannot submit my exam form and today is the last date.,High
3319,Where to collect ID card?,Low
5814,Please update my contact number.,Medium
5708,Request for bonafide certificate.,Medium
1465,Any cultural events this week?,Low
875,How to join sports club?,Low
2298,When will semester timetable be released?,Medium
2644,My fee payment failed but amount deducted.,High
3946,Is there any AI workshop this month?,Low
5191,Where to collect ID card?,Low
1252,I want to change my elective subject.,Medium
3327,When does cafeteria open?,Low
841,When does cafeteria open?,Low
4229,Bus schedule for weekend?,Low
582,I missed my exam registration due to portal error.,High
205,I want to join a club in university.,Medium
1642,I need migration certificate process.,Medium
2015,Request for bonafide certificate.,Medium
906,How to apply for revaluation?,Medium
632,Degree certificate required urgently for job.,High
4245,The assignment portal is not working before deadline.,High
1975,Is there any AI workshop this month?,Low
163,When will semester timetable be released?,Medium
4305,The assignment portal is not working before deadline.,High
4056,Degree certificate required urgently for job.,High
5389,I want to join a club in university.,Medium
3514,Where is the auditorium located?,Low
618,How to apply for revaluation?,Medium
876,My scholarship has not been credited yet.,High
1432,How to join sports club?,Low
2974,When does cafeteria open?,Low
5363,Can I change my project guide?,Medium
548,Urgent: hostel fee payment not updated.,High
4872,Urgent: hostel fee payment not updated.,High
5450,Please update my contact number.,Medium
5049,I want to change my elective subject.,Medium
3382,How to reset student portal password?,Medium
5810,Degree certificate required urgently for job.,High
5703,Any cultural events this week?,Low
4891,WiFi password for campus?,Low
2857,How to join sports club?,Low
1862,When will semester timetable be released?,Medium
2660,When will semester timetable be released?,Medium
5506,Bus schedule for weekend?,Low
641,I want to join a club in university.,Medium
5108,Bus schedule for weekend?,Low
1010,I cannot submit my exam form and today is the last date.,High
5863,When will semester timetable be released?,Medium
638,Can I change my project guide?,Medium
4900,How to join sports club?,Low
4505,My scholarship has not been credited yet.,High
2309,How to join sports club?,Low
4169,I missed my exam registration due to portal error.,High
3146,Can I change my project guide?,Medium
3782,The assignment portal is not working before deadline.,High
2097,Where is the auditorium located?,Low
5520,Any cultural events this week?,Low
1957,I cannot submit my exam form and today is the last date.,High
1373,I am unable to access exam hall ticket.,High
4023,Please update my contact number.,Medium
922,Bus schedule for weekend?,Low
547,Can I change my project guide?,Medium
1450,When does cafeteria open?,Low
2805,What are library timings?,Low
2611,Degree certificate required urgently for job.,High
1901,I want to join a club in university.,Medium
2758,How to join sports club?,Low
2029,Can I change my project guide?,Medium
2302,My fee payment failed but amount deducted.,High
1886,"Internship deadline today, need NOC approval.",High
1643,I missed my exam registration due to portal error.,High
973,My result shows absent but I attended exam.,High
5765,I missed my exam registration due to portal error.,High
2098,How to reset student portal password?,Medium
5209,I cannot submit my exam form and today is the last date.,High
4576,How can I apply for hostel change?,Medium
5491,How to apply for revaluation?,Medium
5959,I am unable to access exam hall ticket.,High
837,How to join sports club?,Low
602,How can I apply for hostel change?,Medium
2185,Any cultural events this week?,Low
4769,What are library timings?,Low
3517,Where is the auditorium located?,Low
5150,Where to collect ID card?,Low
1583,Degree certificate required urgently for job.,High
5102,Can I change my project guide?,Medium
3584,Any cultural events this week?,Low
3859,"Internship deadline today, need NOC approval.",High
1071,Where to collect ID card?,Low
1776,Where is the auditorium located?,Low
5764,Request for bonafide certificate.,Medium
1284,How to apply for revaluation?,Medium
4988,How can I apply for hostel change?,Medium
4885,When does cafeteria open?,Low
5700,My result shows absent but I attended exam.,High
1837,The assignment portal is not working before deadline.,High
5453,Can I change my project guide?,Medium
1020,Please update my contact number.,Medium
971,WiFi password for campus?,Low
1327,"Internship deadline today, need NOC approval.",High
3334,How can I apply for hostel change?,Medium
476,I cannot submit my exam form and today is the last date.,High
2811,I am unable to access exam hall ticket.,High
5609,I need migration certificate process.,Medium
1652,Please update my contact number.,Medium
5570,Any cultural events this week?,Low
5122,Holiday list for this semester?,Low
2529,WiFi password for campus?,Low
3692,My result shows absent but I attended exam.,High
4510,When will semester timetable be released?,Medium
4087,I cannot submit my exam form and today is the last date.,High
1374,I cannot submit my exam form and today is the last date.,High
740,What are library timings?,Low
4609,I want to change my elective subject.,Medium
5803,How to join sports club?,Low
868,My scholarship has not been credited yet.,High
2975,My scholarship has not been credited yet.,High
1141,When will semester timetable be released?,Medium
998,My result shows absent but I attended exam.,High
1338,Where to collect ID card?,Low
542,My result shows absent but I attended exam.,High
1100,Where is the auditorium located?,Low
1133,I want to change my elective subject.,Medium
5817,I cannot submit my exam form and today is the last date.,High
5928,How to reset student portal password?,Medium
2259,How to join sports club?,Low
5974,My fee payment failed but amount deducted.,High
2963,How to apply for revaluation?,Medium
60,Any cultural events this week?,Low
3260,Bus schedule for weekend?,Low
4084,I want to change my elective subject.,Medium
1939,My result shows absent but I attended exam.,High
3651,How to reset student portal password?,Medium
5924,My fee payment failed but amount deducted.,High
3396,How to reset student portal password?,Medium
2814,How to reset student portal password?,Medium
5997,I want to change my elective subject.,Medium
5657,Where to collect ID card?,Low
1079,How to apply for revaluation?,Medium
4533,Can I change my project guide?,Medium
5832,The assignment portal is not working before deadline.,High
4273,Urgent: hostel fee payment not updated.,High
4284,Where to collect ID card?,Low
5100,My fee payment failed but amount deducted.,High
2631,I cannot submit my exam form and today is the last date.,High
4802,When will semester timetable be released?,Medium
3525,Request for bonafide certificate.,Medium
3564,Please update my contact number.,Medium
941,I want to join a club in university.,Medium
1081,How can I apply for hostel change?,Medium
188,Where is the auditorium located?,Low
3723,How to join sports club?,Low
5614,I cannot submit my exam form and today is the last date.,High
2086,When will semester timetable be released?,Medium
2250,Can I change my project guide?,Medium
3689,I cannot submit my exam form and today is the last date.,High
5869,"Internship deadline today, need NOC approval.",High
2024,I missed my exam registration due to portal error.,High
3795,My result shows absent but I attended exam.,High
1493,Holiday list for this semester?,Low
4602,WiFi password for campus?,Low
4041,Where to collect ID card?,Low
227,Degree certificate required urgently for job.,High
1014,I need migration certificate process.,Medium
2584,My scholarship has not been credited yet.,High
1930,What are library timings?,Low
4216,My result shows absent but I attended exam.,High
5383,The assignment portal is not working before deadline.,High
1405,"Internship deadline today, need NOC approval.",High
2180,Can I change my project guide?,Medium
698,I need migration certificate process.,Medium
